source_index,Column1,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
28021,"Le plateau tibétain est un vaste ensemble de plateaux situé en Asie centrale, au nord de l'Himalaya, dont la majeure partie est située en République populaire de Chine et quelques parties le sont en Birmanie, au Bhoutan, au Népal et en Inde.","Le plateau tibétain est une grande région de hauts plateaux en Asie centrale, surtout en Chine.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
7397,Doctor Who (trad. litt. : « Docteur Qui ») est une série télévisée britannique de science-fiction créée par Sydney Newman et Donald Wilson et diffusée depuis le 23 novembre 1963 sur BBC One.,Doctor Who est une série télévisée de science-fiction britannique diffusée depuis 1963.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
7012,"Demain, dès l’aube, à l’heure où blanchit la campagne…, ou plus simplement Demain, dès l’aube…, est l’un des plus célèbres poèmes de Victor Hugo, publié en 1856 dans le recueil Les Contemplations.","Demain, dès l’aube… est un célèbre poème de Victor Hugo publié en 1856.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
4438,C'est la seule autoroute française située en dehors de la métropole.,C'est la seule autoroute française qui se trouve en dehors de la métropole.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43320,"Un guichet automatique bancaire (GAB) en France, guichet automatique au Québec, bancomat en Suisse et en Vallée d'Aoste, Bancontact (ou MisterCash) en Belgique, gabier à la Réunion est un appareil électronique et électromécanique permettant d'effectuer des transactions bancaires en libre-service.",Un guichet automatique est une machine qui permet de faire des transactions bancaires sans l'aide d'un employé.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
6743,"Dans un système informatique, un firmware (ou micrologiciel, microprogramme,, microcode, logiciel interne ou encore logiciel embarqué) est un programme intégré dans un matériel informatique (ordinateur, photocopieur, automate (API, APS), disque dur, routeur, appareil photo numérique, etc.) pour qu'il puisse fonctionner.",Un firmware est un programme qui aide le matériel informatique à fonctionner.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
19543,"La mer Caspienne est une vaste étendue d'eau située en Asie occidentale, principalement alimentée par la Volga, issue de la fermeture d’une mer océanique ancienne, l'océan ou mer Paratéthys.","La mer Caspienne est une grande étendue d'eau en Asie occidentale, alimentée par la Volga.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
14921,"Joan-Enric Vives i Sicília (né le 24 juillet 1949 à Barcelone) est un prélat et homme d'État espagnol, archevêque-évêque d'Urgell et ex officio coprince d'Andorre depuis 2003.",Joan-Enric Vives i Sicília est un évêque espagnol et coprince d'Andorre depuis 2003.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
26076,"Le Kuduro (graphie alternative de cu duro, littéralement « cul dur » en français) est un genre de musique et un genre de danse originaire de l'Angola.",Le Kuduro est un style de musique et de danse originaire d'Angola.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9496,"En grammaire, le participe est un mode du verbe qui lui donne les caractéristiques d'un adjectif.","En grammaire, le participe est une forme du verbe qui fonctionne comme un adjectif.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
30948,"Léonard est une série télévisée d'animation 3D française en 78 épisodes de 8 minutes, adaptée de la bande dessinée homonyme de Bob de Groot et Turk et diffusée à partir du 25 décembre 2009 sur Canal J puis rediffusée sur Gulli.",Léonard est une série télévisée française en 3D adaptée d'une bande dessinée.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
25265,"Le futurisme est un mouvement littéraire et artistique européen du début du XXe siècle (de 1910 à 1920), qui rejette la tradition esthétique et exalte le monde moderne, en particulier la civilisation urbaine, les machines et la vitesse.",Le futurisme est un mouvement artistique du début du XXe siècle qui célèbre la modernité et la vitesse.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
16339,L’ibadisme (arabe : ???????? al-ib??iyya) est une tendance de l'islam fondée moins de cinquante ans après la mort du prophète Mahomet.,L'ibadisme est une branche de l'islam fondée peu après la mort du prophète Mahomet.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
37988,"Pieuvre veinée, Pieuvre noix de coco Amphioctopus marginatus (syn. et ancien nom Octopus marginatus) est un poulpe vivant dans les eaux tropicales de la partie est du Pacifique.",La pieuvre veinée est un poulpe qui vit dans les eaux chaudes du Pacifique.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9899,"Entre 1905 et 1909, il a produit onze prototypes dont le fameux Blériot XI avec lequel il est le premier à traverser la Manche en avion le 25 juillet 1909.","Entre 1905 et 1909, Blériot a produit 11 prototypes d'avion, dont un qui a traversé la Manche en 1909.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
35534,"Mené par les scientifiques britanniques, les sociétés pétrolières et les Combined Operations avec l'appui du Petroleum Warfare Department, le projet a été développé par AC Hartley, ingénieur-chef de l'AIOC (Anglo-Iranian Oil Company, aujourd'hui connue sous le nom de British Petroleum Company).",Un projet a été développé par des scientifiques et compagnies pétrolières avec l'aide de l'armée britannique.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
10286,"Faenza est une ville d'environ 58 000 habitants, située dans la province de Ravenne en Émilie-Romagne, dans le nord-est de l'Italie.",Faenza est une ville italienne d'environ 58 000 habitants située dans le nord-est de l'Italie.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
